Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.954,0.106,237.59,8.2,2.0,0.0,17.0
1.382,0.072,241.88,5.6,0.0,0.0,1.0
0.24,0.0,244.29,1.0,0.0,0.0,1.0
0.252,0.0,247.67,1.0,0.0,0.0,1.0
0.34,0.058,242.3,1.4,0.0,0.0,0.0
1.308,0.0,241.79,5.4,0.0,0.0,18.0
1.358,0.0,245.62,5.4,0.0,0.0,18.0
1.322,0.0,240.36,5.4,0.0,0.0,18.0
1.42,0.092,241.42,5.8,0.0,0.0,17.0
4.252,0.152,234.87,18.2,36.0,0.0,18.0
0.348,0.102,243.25,1.4,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
2.084,0.054,238.61,8.6,0.0,0.0,18.0
1.804,0.0,239.78,7.6,0.0,0.0,17.0
1.118,0.306,243.61,4.8,0.0,0.0,12.0
0.434,0.224,242.41,2.0,0.0,0.0,1.0
2.506,0.116,233.74,10.6,0.0,35.0,0.0
2.504,0.114,234.01,10.6,0.0,0.0,18.0
0.272,0.102,240.15,1.2,0.0,1.0,1.0
1.226,0.088,239.47,5.0,0.0,0.0,18.0
0.798,0.0,240.08,3.2,0.0,0.0,1.0
1.768,0.228,239.28,7.4,0.0,0.0,18.0
0.214,0.0,240.89,0.8,0.0,0.0,0.0
1.494,0.076,238.5,6.2,0.0,0.0,18.0
0.226,0.0,241.73,1.0,0.0,0.0,0.0
1.562,0.206,238.21,6.6,0.0,1.0,18.0
1.278,0.078,240.71,5.2,0.0,0.0,18.0
0.278,0.0,238.15,1.2,0.0,0.0,0.0
0.25,0.112,240.42,1.0,0.0,0.0,0.0
0.39,0.0,246.13,1.6,0.0,0.0,0.0
0.122,0.0,232.92,0.6,0.0,0.0,0.0
1.878,0.0,236.69,8.0,2.0,0.0,17.0
3.114,0.202,238.56,13.4,4.0,0.0,17.0
0.222,0.098,235.31,1.2,0.0,1.0,0.0
0.366,0.124,236.13,1.6,0.0,0.0,0.0
3.65,0.074,241.44,15.0,39.0,1.0,0.0
0.27,0.0,249.36,1.0,0.0,0.0,1.0
1.53,0.226,242.51,6.4,0.0,1.0,19.0
0.23,0.128,238.35,1.0,0.0,0.0,0.0
0.678,0.056,240.38,2.8,0.0,1.0,0.0
3.896,0.17,237.5,16.4,39.0,0.0,17.0
2.834,0.35,237.72,12.0,38.0,0.0,1.0
1.368,0.0,243.97,5.6,0.0,0.0,19.0
1.23,0.0,237.87,5.0,0.0,0.0,18.0
0.244,0.096,239.43,1.0,0.0,0.0,1.0
1.372,0.086,241.19,5.6,0.0,1.0,18.0
0.342,0.064,241.34,1.4,0.0,0.0,0.0
0.82,0.126,245.84,3.4,0.0,0.0,0.0
0.324,0.24,241.85,1.6,0.0,0.0,0.0
1.374,0.218,237.89,5.8,0.0,1.0,18.0
3.45,0.18,237.07,14.4,0.0,0.0,18.0
1.61,0.0,243.01,6.6,0.0,0.0,18.0
0.35,0.246,243.28,1.6,0.0,2.0,1.0
2.022,0.23,240.97,8.4,0.0,1.0,0.0
0.212,0.0,238.74,0.8,0.0,0.0,0.0
1.592,0.068,247.13,6.4,2.0,1.0,19.0
0.964,0.26,242.4,4.0,0.0,1.0,11.0
0.882,0.048,243.06,3.6,0.0,0.0,1.0
1.314,0.0,239.49,5.4,0.0,0.0,18.0
0.154,0.0,242.16,0.6,0.0,0.0,1.0
3.56,0.0,237.68,15.0,38.0,0.0,0.0
0.328,0.112,244.27,1.4,0.0,0.0,0.0
4.52,0.07,241.36,18.6,38.0,0.0,18.0
2.108,0.25,239.85,9.6,0.0,29.0,0.0
3.97,0.392,235.47,16.8,0.0,1.0,17.0
1.26,0.054,235.16,5.2,0.0,0.0,0.0
0.12,0.0,241.73,0.6,0.0,0.0,0.0
1.49,0.172,238.58,6.2,0.0,2.0,19.0
0.49,0.068,241.48,2.2,0.0,0.0,0.0
1.334,0.0,236.17,5.6,1.0,0.0,17.0
3.51,0.066,238.85,14.6,38.0,0.0,17.0
0.264,0.274,241.12,1.4,0.0,2.0,0.0
1.316,0.0,245.14,5.4,0.0,0.0,0.0
0.314,0.122,241.63,1.4,0.0,0.0,0.0
0.172,0.0,239.31,0.8,0.0,0.0,1.0
2.416,0.27,231.48,10.4,0.0,1.0,17.0
0.388,0.058,247.37,1.6,0.0,0.0,0.0
0.288,0.096,240.89,1.2,0.0,2.0,0.0
3.824,0.074,241.48,15.8,39.0,0.0,18.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
1.382,0.046,241.29,5.6,0.0,2.0,19.0
0.432,0.202,241.03,2.0,0.0,1.0,0.0
2.82,0.332,238.13,12.0,0.0,0.0,18.0
0.384,0.242,242.06,1.8,0.0,0.0,0.0
0.328,0.248,243.35,1.6,0.0,0.0,1.0
2.352,0.0,241.13,9.6,0.0,0.0,18.0
1.406,0.088,241.63,5.8,0.0,0.0,18.0
0.262,0.08,238.38,1.2,0.0,0.0,1.0
1.398,0.078,241.35,5.8,0.0,0.0,18.0
2.874,0.208,243.5,13.0,14.0,0.0,0.0
0.272,0.046,239.92,1.0,0.0,0.0,1.0
2.696,0.076,240.57,11.2,0.0,0.0,18.0
1.368,0.048,246.33,5.4,0.0,0.0,19.0
2.268,0.0,236.55,9.6,0.0,0.0,17.0
2.92,0.27,233.93,12.4,2.0,2.0,17.0
0.326,0.1,246.17,1.4,0.0,0.0,0.0
0.28,0.11,241.0,1.2,0.0,0.0,1.0
2.256,0.056,238.0,9.4,2.0,1.0,17.0
0.33,0.0,242.75,1.6,0.0,0.0,0.0
0.294,0.068,243.89,1.2,0.0,0.0,0.0
1.886,0.49,239.16,8.0,0.0,2.0,13.0
0.232,0.108,242.83,1.0,0.0,0.0,1.0
0.11,0.0,242.42,0.6,0.0,0.0,0.0
0.342,0.114,241.63,1.4,0.0,0.0,0.0
1.654,0.208,240.97,6.8,0.0,1.0,18.0
0.726,0.27,243.01,3.2,0.0,2.0,1.0
0.172,0.092,234.33,0.8,0.0,0.0,0.0
0.352,0.11,244.06,1.4,0.0,1.0,0.0
1.996,0.316,238.99,8.4,0.0,1.0,18.0
0.388,0.0,244.89,1.8,0.0,0.0,0.0
0.332,0.236,239.39,1.8,0.0,1.0,0.0
0.232,0.0,247.01,1.0,0.0,0.0,0.0
1.524,0.0,241.46,6.4,0.0,0.0,18.0
1.324,0.362,233.36,6.0,0.0,0.0,0.0
1.584,0.176,238.5,6.6,0.0,0.0,0.0
0.366,0.168,244.95,1.8,0.0,0.0,0.0
1.498,0.126,242.14,6.2,0.0,0.0,19.0
0.324,0.0,242.15,1.4,0.0,0.0,0.0
0.492,0.092,241.14,2.2,0.0,0.0,0.0
3.792,0.054,241.12,15.6,38.0,1.0,18.0
0.298,0.062,243.86,1.2,0.0,1.0,0.0
0.114,0.0,237.26,0.6,0.0,0.0,0.0
1.832,0.066,244.09,7.4,0.0,0.0,18.0
3.852,0.256,238.63,16.0,0.0,0.0,18.0
3.288,0.186,238.07,13.8,0.0,0.0,17.0
0.434,0.19,239.92,2.0,0.0,0.0,1.0
0.172,0.09,235.09,0.8,0.0,0.0,0.0
3.194,0.118,238.44,13.6,0.0,0.0,18.0
3.876,0.102,238.08,16.2,0.0,0.0,18.0
0.446,0.214,240.05,2.0,0.0,0.0,0.0
0.672,0.132,243.11,3.0,0.0,0.0,1.0
1.876,0.23,236.61,8.0,0.0,1.0,18.0
1.54,0.144,241.05,6.4,0.0,0.0,19.0
1.71,0.332,240.95,7.2,0.0,1.0,1.0
1.458,0.102,240.74,6.0,0.0,0.0,0.0
1.72,0.16,235.11,7.4,1.0,0.0,17.0
2.282,0.148,245.11,10.0,12.0,0.0,20.0
0.236,0.1,244.78,1.0,0.0,0.0,0.0
7.8,0.686,228.89,34.2,36.0,35.0,16.0
0.346,0.108,242.23,1.4,0.0,1.0,1.0
0.73,0.222,241.48,3.2,0.0,0.0,0.0
0.288,0.156,226.68,1.6,0.0,0.0,0.0
2.506,0.084,239.3,10.4,0.0,0.0,18.0
0.468,0.0,244.1,1.8,0.0,4.0,1.0
1.448,0.188,239.3,6.0,0.0,0.0,17.0
1.55,0.08,239.04,6.4,0.0,0.0,19.0
2.082,0.088,237.69,9.2,1.0,21.0,0.0
0.298,0.08,243.42,1.4,0.0,0.0,0.0
3.1,0.152,243.36,13.0,2.0,44.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.292,0.0,237.21,1.2,0.0,0.0,0.0
1.472,0.0,240.22,6.0,0.0,0.0,18.0
1.34,0.052,239.87,5.6,0.0,0.0,18.0
1.896,0.24,237.96,8.0,0.0,3.0,18.0
0.396,0.07,246.04,1.6,0.0,0.0,0.0
0.332,0.0,241.39,1.4,0.0,0.0,0.0
0.31,0.104,244.82,1.2,0.0,2.0,1.0
0.222,0.0,241.34,1.0,0.0,0.0,0.0
0.328,0.226,242.37,1.6,1.0,2.0,0.0
3.838,0.284,233.06,16.4,37.0,1.0,0.0
2.752,0.344,247.95,11.8,14.0,0.0,20.0
2.698,0.066,237.57,11.2,0.0,0.0,18.0
1.596,0.092,242.1,6.6,0.0,1.0,0.0
0.154,0.0,239.2,0.6,0.0,0.0,0.0
0.356,0.12,244.1,1.4,0.0,2.0,0.0
2.65,0.0,237.16,11.0,0.0,0.0,17.0
0.23,0.054,241.31,1.0,0.0,0.0,0.0
0.408,0.098,241.95,1.8,0.0,1.0,1.0
1.412,0.072,237.64,5.8,0.0,0.0,17.0
1.304,0.0,234.53,5.6,0.0,0.0,17.0
0.318,0.108,242.26,1.4,0.0,0.0,1.0
2.204,0.218,241.84,9.2,0.0,0.0,18.0
0.32,0.2,241.61,1.6,0.0,1.0,1.0
0.48,0.198,238.08,2.2,0.0,2.0,0.0
0.924,0.308,237.56,4.0,0.0,1.0,0.0
0.996,0.258,240.25,4.2,0.0,0.0,10.0
0.19,0.0,243.51,0.8,0.0,0.0,1.0
1.384,0.09,241.1,5.6,0.0,1.0,18.0
2.492,0.0,236.92,10.4,0.0,0.0,17.0
0.76,0.18,239.8,3.4,0.0,0.0,8.0
0.442,0.294,237.7,2.2,0.0,2.0,0.0
1.152,0.0,237.94,4.8,0.0,0.0,17.0
0.248,0.0,242.65,1.0,0.0,0.0,0.0
1.38,0.06,237.71,5.8,0.0,0.0,17.0
0.312,0.116,250.1,1.2,0.0,0.0,0.0
0.33,0.05,248.13,1.4,0.0,1.0,0.0
2.334,0.212,236.25,9.8,0.0,1.0,17.0
1.584,0.232,243.86,6.4,0.0,1.0,19.0
0.232,0.046,246.25,1.0,0.0,0.0,0.0
0.476,0.118,240.3,2.2,0.0,0.0,1.0
0.334,0.084,238.09,1.4,0.0,0.0,0.0
0.238,0.122,240.11,1.0,0.0,0.0,1.0
2.29,0.124,238.23,9.6,1.0,1.0,0.0
1.362,0.0,243.32,5.6,0.0,0.0,19.0
1.04,0.072,241.11,4.2,0.0,0.0,1.0
0.636,0.08,240.44,3.6,1.0,0.0,0.0
0.382,0.12,245.12,1.6,0.0,0.0,0.0
0.34,0.134,243.45,1.4,1.0,1.0,0.0
0.492,0.298,237.89,2.4,0.0,1.0,1.0
1.544,0.09,245.92,6.2,0.0,0.0,19.0
0.27,0.0,241.5,1.2,0.0,0.0,1.0
0.338,0.066,242.17,1.4,0.0,0.0,0.0
2.166,0.468,242.37,9.2,1.0,2.0,18.0
2.094,0.386,240.4,8.8,0.0,0.0,30.0
0.726,0.506,239.98,3.6,1.0,2.0,1.0
4.61,0.328,235.64,19.6,0.0,31.0,18.0
0.35,0.216,240.2,1.6,0.0,2.0,0.0
0.21,0.046,239.87,1.0,0.0,0.0,1.0
1.932,0.0,236.63,8.0,1.0,0.0,17.0
3.2,0.152,227.65,14.4,30.0,0.0,16.0
0.318,0.118,240.93,1.4,0.0,0.0,0.0
0.826,0.152,240.08,3.4,0.0,0.0,10.0
1.446,0.14,235.54,6.2,0.0,1.0,17.0
0.256,0.0,245.59,1.0,0.0,0.0,0.0
1.308,0.0,240.24,5.4,0.0,0.0,18.0
1.358,0.048,246.02,5.4,0.0,0.0,18.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.626,0.204,239.28,3.0,0.0,1.0,10.0
1.618,0.19,240.57,6.8,0.0,1.0,0.0
0.17,0.092,234.74,0.8,0.0,0.0,0.0
0.184,0.148,239.7,0.8,0.0,0.0,1.0
0.494,0.0,238.0,2.0,0.0,0.0,0.0
0.27,0.0,242.55,1.0,0.0,0.0,0.0
0.378,0.228,243.21,1.8,0.0,2.0,0.0
0.51,0.376,243.3,2.6,0.0,1.0,0.0
1.504,0.222,241.84,6.2,0.0,1.0,18.0
1.644,0.0,245.09,6.8,0.0,0.0,19.0
0.21,0.0,239.05,0.8,0.0,0.0,0.0
1.286,0.068,240.66,5.2,0.0,0.0,18.0
0.108,0.0,238.25,0.6,0.0,0.0,0.0
0.262,0.0,247.63,1.0,0.0,0.0,1.0
0.656,0.0,246.85,2.6,0.0,0.0,0.0
0.476,0.124,242.51,2.2,0.0,0.0,1.0
0.402,0.23,246.81,1.8,0.0,0.0,0.0
0.306,0.086,237.06,1.2,0.0,1.0,0.0
0.388,0.336,240.65,2.0,0.0,1.0,1.0
2.006,0.102,240.91,9.0,0.0,0.0,1.0
0.894,0.122,242.4,3.6,0.0,0.0,12.0
0.308,0.088,249.48,1.2,0.0,0.0,0.0
0.994,0.244,240.43,4.2,0.0,1.0,0.0
0.2,0.0,241.73,0.8,0.0,0.0,1.0
0.222,0.122,240.32,1.0,0.0,2.0,1.0
3.302,0.428,239.45,13.8,0.0,0.0,18.0
1.278,0.0,239.94,5.4,0.0,0.0,20.0
2.28,0.282,241.42,9.4,0.0,1.0,31.0
0.396,0.352,240.19,2.2,0.0,1.0,1.0
0.826,0.294,239.97,3.6,0.0,1.0,0.0
0.414,0.304,242.36,2.0,0.0,2.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.236,0.094,242.07,1.0,0.0,0.0,0.0
2.814,0.0,237.67,11.8,0.0,40.0,0.0
2.836,0.224,240.82,11.8,0.0,2.0,19.0
2.034,0.266,244.19,8.4,0.0,0.0,19.0
0.216,0.1,235.21,1.0,0.0,0.0,0.0
0.598,0.246,241.19,2.6,0.0,2.0,0.0
0.212,0.078,242.41,1.0,0.0,1.0,1.0
0.596,0.0,240.96,2.4,0.0,0.0,1.0
3.812,0.328,233.03,16.4,37.0,0.0,17.0
1.468,0.48,239.28,6.4,0.0,2.0,13.0
2.018,0.0,238.94,8.4,0.0,0.0,18.0
0.378,0.336,240.92,2.0,0.0,1.0,0.0
0.428,0.102,242.23,1.8,0.0,1.0,1.0
5.066,0.094,227.53,22.2,35.0,0.0,0.0
0.134,0.0,238.92,0.6,0.0,0.0,1.0
0.206,0.0,245.94,0.8,0.0,0.0,0.0
1.53,0.078,245.18,6.2,0.0,0.0,19.0
0.242,0.046,242.16,1.0,0.0,0.0,0.0
1.666,0.064,242.36,6.8,0.0,0.0,18.0
0.34,0.088,242.52,1.4,0.0,0.0,0.0
2.156,0.2,242.28,9.4,0.0,1.0,18.0
0.528,0.206,243.32,2.2,0.0,1.0,0.0
1.422,0.102,243.7,5.8,0.0,0.0,19.0
1.476,0.112,244.21,6.0,0.0,1.0,18.0
0.334,0.188,241.62,1.6,0.0,0.0,1.0
0.796,0.07,234.28,3.4,0.0,0.0,0.0
1.54,0.26,237.96,6.4,0.0,1.0,0.0
1.54,0.094,241.74,6.4,0.0,0.0,19.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.752,0.112,245.79,3.0,0.0,2.0,0.0
0.252,0.124,242.89,1.2,0.0,0.0,1.0
0.322,0.064,241.08,1.4,0.0,0.0,0.0
0.394,0.064,240.97,1.6,0.0,0.0,1.0
0.214,0.0,239.83,0.8,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.386,0.156,233.76,1.8,0.0,0.0,0.0
1.564,0.306,242.45,6.4,0.0,1.0,18.0
1.06,0.096,239.55,4.4,0.0,0.0,0.0
1.414,0.084,243.08,5.8,0.0,0.0,19.0
0.356,0.0,241.2,1.6,0.0,0.0,1.0
0.508,0.0,236.79,2.2,0.0,0.0,0.0
1.426,0.0,237.9,6.0,0.0,0.0,20.0
1.868,0.208,237.77,7.8,0.0,2.0,17.0
0.542,0.112,241.77,2.2,0.0,0.0,0.0
0.564,0.0,237.18,2.4,0.0,2.0,0.0
0.182,0.0,231.81,0.8,0.0,0.0,0.0
1.296,0.0,239.72,5.4,0.0,0.0,18.0
0.39,0.202,240.94,1.8,0.0,0.0,1.0
0.532,0.098,241.36,2.2,0.0,0.0,0.0
0.142,0.112,239.62,0.8,0.0,2.0,0.0
0.328,0.096,241.28,1.4,0.0,0.0,0.0
0.158,0.122,240.3,0.8,0.0,0.0,1.0
0.448,0.096,245.88,1.8,0.0,0.0,0.0
1.34,0.054,240.8,5.6,0.0,1.0,19.0
0.306,0.212,241.62,1.4,0.0,1.0,1.0
0.3,0.128,247.73,1.4,0.0,0.0,0.0
0.718,0.066,242.85,3.0,0.0,1.0,1.0
5.19,0.388,236.08,22.0,0.0,38.0,17.0
0.466,0.052,246.47,2.2,0.0,0.0,0.0
2.716,0.282,235.46,11.6,0.0,1.0,18.0
1.358,0.0,233.39,5.8,0.0,0.0,17.0
0.282,0.0,243.08,1.2,0.0,1.0,1.0
3.72,0.192,238.1,15.6,37.0,0.0,18.0
0.404,0.172,237.16,1.8,0.0,0.0,1.0
1.872,0.09,240.64,7.8,0.0,0.0,19.0
1.604,0.0,240.59,6.6,0.0,1.0,1.0
3.336,0.106,236.61,14.2,2.0,25.0,17.0
0.656,0.068,241.19,3.0,0.0,0.0,1.0
0.56,0.218,243.94,2.6,0.0,0.0,0.0
7.624,0.13,229.59,33.2,36.0,68.0,16.0
1.418,0.186,233.12,6.0,0.0,0.0,17.0
0.286,0.058,245.84,1.2,0.0,0.0,0.0
1.404,0.094,241.4,5.8,0.0,0.0,19.0
0.504,0.124,241.95,2.4,0.0,0.0,0.0
3.218,0.102,239.43,13.4,0.0,0.0,18.0
0.976,0.45,242.23,4.4,0.0,1.0,0.0
0.614,0.08,237.88,2.6,0.0,0.0,1.0
2.91,0.126,242.08,12.0,0.0,0.0,18.0
0.7,0.0,243.34,3.2,0.0,0.0,0.0
0.404,0.128,242.85,1.8,0.0,0.0,0.0
0.23,0.0,246.93,1.0,0.0,0.0,0.0
0.346,0.128,244.43,1.4,0.0,0.0,1.0
0.528,0.0,241.24,2.2,0.0,0.0,0.0
1.504,0.226,240.65,6.2,0.0,0.0,17.0
0.26,0.0,245.03,1.0,0.0,0.0,0.0
0.372,0.218,237.86,1.8,1.0,0.0,1.0
0.218,0.0,244.52,1.0,0.0,0.0,0.0
4.106,0.0,236.82,17.2,0.0,2.0,17.0
0.98,0.216,238.03,4.2,0.0,0.0,13.0
1.632,0.196,242.15,6.8,0.0,2.0,0.0
3.174,0.102,231.81,13.6,0.0,0.0,16.0
0.222,0.082,241.16,1.0,0.0,0.0,1.0
0.286,0.088,239.64,1.2,0.0,0.0,0.0
2.538,0.186,235.14,11.0,0.0,22.0,0.0
0.89,0.048,240.55,3.6,0.0,0.0,0.0
0.272,0.28,242.57,1.6,0.0,1.0,1.0
3.408,0.0,237.44,14.4,0.0,0.0,18.0
0.32,0.092,243.71,1.4,0.0,0.0,0.0
0.386,0.136,245.67,1.6,2.0,2.0,0.0
1.036,0.064,241.05,4.2,0.0,0.0,0.0
1.484,0.076,241.15,6.0,0.0,0.0,18.0
0.338,0.238,241.6,1.6,0.0,2.0,1.0
0.334,0.06,241.54,1.4,0.0,0.0,1.0
1.34,0.0,236.67,5.6,0.0,0.0,18.0
0.288,0.202,240.42,1.4,0.0,1.0,1.0
0.674,0.0,238.92,2.8,0.0,0.0,0.0
0.204,0.192,242.34,1.2,0.0,0.0,0.0
1.22,0.0,240.49,5.0,0.0,0.0,1.0
2.298,0.09,237.0,9.6,0.0,0.0,18.0
1.398,0.106,240.76,5.8,0.0,0.0,19.0
1.514,0.172,236.96,6.4,0.0,0.0,18.0
1.374,0.068,239.79,5.6,0.0,0.0,18.0
0.356,0.082,243.32,1.4,0.0,1.0,0.0
0.32,0.116,238.19,1.4,1.0,0.0,0.0
1.678,0.17,238.01,7.2,0.0,0.0,18.0
0.214,0.106,240.07,1.0,0.0,2.0,0.0
1.922,0.104,239.24,8.0,0.0,1.0,18.0
1.44,0.064,238.02,6.0,0.0,0.0,18.0
0.608,0.186,240.54,2.6,0.0,1.0,0.0
1.244,0.0,239.48,5.2,0.0,0.0,19.0
0.334,0.106,240.35,1.4,0.0,0.0,0.0
0.176,0.0,243.01,0.8,0.0,1.0,1.0
0.308,0.09,238.2,1.4,0.0,1.0,0.0
1.418,0.066,242.78,5.8,0.0,0.0,1.0
0.422,0.258,246.99,2.0,0.0,2.0,1.0
2.678,0.16,238.74,11.2,0.0,0.0,17.0
1.136,0.338,242.11,5.0,0.0,2.0,0.0
1.282,0.0,240.59,5.2,0.0,0.0,18.0
0.236,0.092,242.08,1.0,0.0,0.0,1.0
0.898,0.184,237.26,3.8,0.0,0.0,0.0
0.226,0.0,244.33,1.2,0.0,0.0,0.0
0.48,0.172,240.61,2.4,0.0,0.0,0.0
0.446,0.104,241.98,2.0,0.0,0.0,0.0
1.38,0.0,238.73,5.8,0.0,0.0,19.0
1.352,0.0,237.62,5.8,0.0,0.0,21.0
1.212,0.05,232.33,5.2,0.0,0.0,16.0
0.234,0.0,245.45,1.0,0.0,0.0,0.0
0.708,0.0,238.1,3.0,0.0,0.0,0.0
2.16,0.124,229.36,9.4,0.0,16.0,16.0
2.342,0.098,237.99,9.8,0.0,0.0,17.0
3.702,0.396,239.67,15.4,0.0,1.0,18.0
1.124,0.122,243.31,4.6,0.0,0.0,1.0
1.374,0.072,241.91,5.6,0.0,0.0,20.0
0.728,0.096,241.19,3.0,0.0,1.0,0.0
1.38,0.0,240.97,5.6,0.0,0.0,18.0
0.218,0.13,241.04,1.0,0.0,0.0,0.0
2.592,0.136,240.12,10.8,0.0,38.0,1.0
1.302,0.0,245.15,5.2,0.0,0.0,0.0
0.206,0.046,238.5,0.8,0.0,0.0,0.0
0.124,0.0,240.62,0.4,0.0,0.0,1.0
1.236,0.252,240.91,5.2,0.0,0.0,0.0
1.358,0.0,244.07,5.6,0.0,1.0,18.0
0.406,0.064,240.67,1.8,0.0,0.0,1.0
0.354,0.208,242.39,1.6,0.0,1.0,1.0
0.238,0.0,243.71,1.0,0.0,0.0,1.0
0.138,0.0,238.73,0.6,0.0,0.0,0.0
0.444,0.0,240.9,1.8,0.0,4.0,0.0
0.21,0.116,238.83,1.0,0.0,2.0,0.0
1.322,0.058,238.58,5.4,0.0,0.0,17.0
2.084,0.0,243.86,9.0,0.0,0.0,18.0
2.28,0.0,242.12,9.4,0.0,0.0,17.0
2.298,0.18,240.56,9.6,0.0,0.0,18.0
1.634,0.0,236.7,6.8,0.0,0.0,18.0
0.244,0.14,240.47,1.2,0.0,0.0,0.0
2.332,0.172,240.64,9.6,1.0,0.0,18.0
2.27,0.222,240.69,9.4,0.0,2.0,18.0
0.206,0.0,244.72,0.8,0.0,0.0,0.0
0.916,0.138,241.4,3.8,0.0,1.0,1.0
1.792,0.266,238.66,7.6,1.0,1.0,1.0
1.712,0.204,240.26,7.2,0.0,3.0,18.0
0.492,0.356,242.82,2.4,0.0,2.0,0.0
0.226,0.0,239.81,0.8,0.0,0.0,1.0
0.534,0.202,243.36,2.4,0.0,1.0,0.0
0.138,0.0,241.61,0.6,0.0,0.0,1.0
0.302,0.0,246.03,1.2,0.0,0.0,1.0
2.076,0.25,234.12,9.0,0.0,15.0,0.0
1.23,0.056,235.28,5.2,0.0,0.0,17.0
1.528,0.476,241.99,6.6,1.0,1.0,18.0
0.214,0.0,244.29,1.0,0.0,0.0,1.0
0.248,0.142,241.86,1.2,0.0,0.0,1.0
2.658,0.048,238.22,11.4,0.0,0.0,18.0
0.498,0.096,242.87,2.2,0.0,0.0,0.0
0.33,0.304,240.94,1.8,0.0,1.0,1.0
0.486,0.25,243.4,2.2,0.0,0.0,0.0
0.366,0.092,240.2,1.6,0.0,0.0,1.0
1.386,0.084,238.89,5.8,0.0,0.0,0.0
1.296,0.098,239.01,5.4,0.0,0.0,18.0
0.258,0.108,243.39,1.2,0.0,0.0,1.0
3.264,0.122,239.34,13.8,0.0,31.0,1.0
1.274,0.0,238.21,5.2,0.0,0.0,18.0
0.36,0.0,242.33,1.4,0.0,0.0,1.0
0.276,0.0,241.41,1.2,0.0,0.0,0.0
1.852,0.162,239.46,7.8,0.0,1.0,18.0
0.214,0.0,249.34,0.8,0.0,0.0,0.0
0.23,0.0,243.61,1.0,0.0,0.0,0.0
1.602,0.0,243.55,6.6,0.0,0.0,18.0
0.318,0.232,243.48,1.6,0.0,0.0,1.0
1.636,0.106,241.78,6.8,0.0,0.0,19.0
4.772,0.356,237.97,20.6,32.0,0.0,18.0
0.27,0.0,243.1,1.0,0.0,0.0,0.0
0.102,0.0,234.78,0.4,0.0,0.0,0.0
0.242,0.138,236.87,1.2,0.0,0.0,0.0
0.174,0.152,240.78,0.8,0.0,0.0,1.0
8.974,0.576,230.04,39.2,36.0,34.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
2.338,0.242,238.29,9.8,0.0,0.0,18.0
0.224,0.06,243.11,1.0,0.0,0.0,0.0
0.284,0.116,241.67,1.2,0.0,0.0,1.0
1.95,0.098,239.8,8.0,0.0,2.0,0.0
1.508,0.0,240.07,6.2,0.0,0.0,19.0
1.452,0.178,242.46,6.0,0.0,2.0,18.0
1.402,0.046,234.51,6.0,0.0,0.0,16.0
1.444,0.208,237.51,6.0,0.0,1.0,18.0
1.402,0.152,245.93,5.6,0.0,0.0,0.0
0.22,0.0,241.3,1.0,0.0,0.0,0.0
0.59,0.0,240.28,2.4,0.0,0.0,1.0
0.524,0.0,244.82,2.2,0.0,2.0,1.0
0.442,0.14,242.71,2.0,0.0,0.0,1.0
1.28,0.0,240.72,5.2,0.0,0.0,18.0
1.978,0.096,242.59,8.2,0.0,0.0,18.0
0.424,0.112,242.33,1.8,0.0,0.0,1.0
0.81,0.062,240.34,3.4,0.0,1.0,1.0
1.32,0.06,239.55,5.4,0.0,0.0,18.0
1.28,0.05,233.27,5.4,0.0,0.0,16.0
1.42,0.074,243.44,5.8,0.0,0.0,18.0
1.83,0.138,240.87,7.6,0.0,0.0,0.0
0.488,0.066,238.59,2.0,0.0,0.0,0.0
1.538,0.182,245.53,6.2,0.0,0.0,19.0
0.122,0.0,240.47,0.6,0.0,0.0,0.0
0.302,0.104,239.94,1.2,0.0,0.0,0.0
5.882,0.36,235.24,25.4,26.0,37.0,17.0
0.254,0.088,234.36,1.0,0.0,1.0,0.0
0.226,0.0,244.48,1.0,0.0,0.0,0.0
0.636,0.094,237.46,2.6,0.0,2.0,1.0
0.37,0.24,244.39,1.8,0.0,2.0,1.0
1.74,0.082,244.82,7.0,0.0,0.0,18.0
1.362,0.174,237.7,5.8,0.0,2.0,1.0
0.404,0.258,247.56,1.8,0.0,2.0,0.0
1.788,0.0,240.03,7.4,0.0,0.0,18.0
