Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
7.74,0.0,25.02,100.0,29.55,Weekday,Thursday,Medium_Load
3.42,5.65,0.0,51.78,100.0,Weekend,Sunday,Maximum_Load
6.77,0.0,19.69,100.0,32.51,Weekday,Thursday,Medium_Load
19.3,21.38,0.0,67.01,100.0,Weekday,Tuesday,Light_Load
30.13,0.83,2.77,99.96,99.58,Weekend,Sunday,Medium_Load
3.06,0.0,16.78,100.0,17.94,Weekend,Sunday,Light_Load
99.47,50.65,0.0,89.11,100.0,Weekday,Thursday,Maximum_Load
4.61,5.08,0.0,67.2,100.0,Weekday,Friday,Light_Load
4.5,0.0,21.53,100.0,20.46,Weekday,Tuesday,Maximum_Load
74.48,36.36,0.0,89.86,100.0,Weekday,Monday,Maximum_Load
4.21,4.25,0.0,70.38,100.0,Weekend,Sunday,Light_Load
8.89,0.25,15.73,99.96,49.2,Weekday,Thursday,Medium_Load
3.28,0.0,17.1,100.0,18.84,Weekend,Saturday,Light_Load
2.77,5.08,0.0,47.87,100.0,Weekend,Saturday,Light_Load
3.42,2.92,0.0,76.05,100.0,Weekend,Saturday,Maximum_Load
71.14,38.99,0.0,87.69,100.0,Weekday,Wednesday,Medium_Load
53.14,30.89,0.0,86.45,100.0,Weekday,Thursday,Medium_Load
72.97,28.33,0.0,93.22,100.0,Weekday,Wednesday,Medium_Load
3.67,7.27,0.0,45.06,100.0,Weekday,Friday,Medium_Load
82.48,39.89,0.0,90.02,100.0,Weekday,Friday,Light_Load
35.93,16.42,7.7,90.95,97.78,Weekend,Saturday,Maximum_Load
59.87,33.23,0.0,87.44,100.0,Weekday,Thursday,Maximum_Load
96.26,40.79,0.0,92.07,100.0,Weekday,Wednesday,Maximum_Load
122.94,69.26,0.0,87.13,100.0,Weekday,Tuesday,Maximum_Load
3.35,3.53,0.0,68.84,100.0,Weekday,Friday,Light_Load
68.54,45.68,0.0,83.21,100.0,Weekday,Friday,Maximum_Load
69.05,9.72,0.79,99.02,99.99,Weekend,Saturday,Medium_Load
38.59,1.55,0.4,99.92,99.99,Weekend,Saturday,Maximum_Load
46.22,20.48,0.0,91.43,100.0,Weekday,Monday,Medium_Load
62.53,51.59,0.0,77.14,100.0,Weekday,Friday,Light_Load
2.81,4.32,0.0,54.53,100.0,Weekday,Monday,Light_Load
2.77,5.26,0.0,46.6,100.0,Weekend,Sunday,Light_Load
2.59,4.97,0.0,46.21,100.0,Weekend,Saturday,Light_Load
85.14,25.88,0.0,95.68,100.0,Weekday,Wednesday,Medium_Load
53.75,29.88,0.0,87.4,100.0,Weekday,Wednesday,Maximum_Load
64.19,20.16,4.9,95.41,99.71,Weekday,Tuesday,Maximum_Load
42.55,7.16,0.29,98.61,100.0,Weekday,Tuesday,Maximum_Load
2.88,0.0,10.4,100.0,26.69,Weekday,Monday,Light_Load
70.52,40.07,0.0,86.94,100.0,Weekday,Wednesday,Maximum_Load
3.53,4.18,0.0,64.52,100.0,Weekend,Sunday,Light_Load
3.06,5.87,0.0,46.23,100.0,Weekend,Saturday,Light_Load
3.49,0.0,17.35,100.0,19.72,Weekend,Sunday,Light_Load
50.94,39.17,0.0,79.27,100.0,Weekday,Friday,Medium_Load
4.0,4.39,0.0,67.35,100.0,Weekend,Saturday,Light_Load
2.74,5.11,0.0,47.26,100.0,Weekend,Sunday,Light_Load
2.7,5.29,0.0,45.46,100.0,Weekend,Saturday,Light_Load
3.2,0.0,17.89,100.0,17.61,Weekday,Wednesday,Medium_Load
4.79,6.62,0.0,58.62,100.0,Weekday,Friday,Light_Load
2.52,4.93,0.0,45.51,100.0,Weekday,Wednesday,Light_Load
62.42,21.35,0.0,94.62,100.0,Weekday,Monday,Maximum_Load
2.52,4.39,0.0,49.78,100.0,Weekend,Sunday,Light_Load
3.67,0.0,12.96,100.0,27.25,Weekday,Friday,Medium_Load
36.58,32.54,0.0,74.72,100.0,Weekday,Thursday,Light_Load
39.96,29.74,0.0,80.22,100.0,Weekday,Tuesday,Light_Load
100.98,55.19,0.0,87.75,100.0,Weekday,Tuesday,Medium_Load
3.17,5.98,0.0,46.84,100.0,Weekday,Wednesday,Light_Load
2.95,5.94,0.0,44.48,100.0,Weekend,Sunday,Light_Load
3.31,6.62,0.0,44.72,100.0,Weekday,Thursday,Light_Load
3.2,4.82,0.0,55.31,100.0,Weekday,Friday,Light_Load
59.8,14.11,0.0,97.33,100.0,Weekday,Tuesday,Maximum_Load
83.38,36.65,0.0,91.55,100.0,Weekday,Tuesday,Maximum_Load
34.74,27.94,0.0,77.92,100.0,Weekend,Sunday,Light_Load
2.56,4.93,0.0,46.08,100.0,Weekend,Sunday,Light_Load
5.18,0.0,25.85,100.0,19.65,Weekend,Sunday,Light_Load
4.0,0.0,15.01,100.0,25.75,Weekday,Tuesday,Medium_Load
2.95,0.0,17.03,100.0,17.07,Weekend,Sunday,Light_Load
3.28,0.0,13.64,100.0,23.38,Weekend,Sunday,Light_Load
3.85,4.07,0.0,68.72,100.0,Weekday,Wednesday,Light_Load
30.2,0.5,1.33,99.99,99.9,Weekend,Saturday,Medium_Load
61.85,37.62,0.0,85.44,100.0,Weekday,Wednesday,Maximum_Load
3.13,3.42,0.0,67.51,100.0,Weekday,Monday,Light_Load
68.11,28.51,0.0,92.24,100.0,Weekday,Tuesday,Maximum_Load
7.31,0.0,26.71,100.0,26.4,Weekday,Thursday,Medium_Load
3.17,3.17,0.0,70.71,100.0,Weekday,Wednesday,Light_Load
2.84,0.0,11.59,100.0,23.8,Weekend,Sunday,Light_Load
2.95,4.5,0.0,54.83,100.0,Weekday,Wednesday,Light_Load
51.77,14.04,0.5,96.51,100.0,Weekday,Wednesday,Maximum_Load
3.46,4.28,0.0,62.87,100.0,Weekend,Sunday,Light_Load
3.92,3.89,0.0,70.98,100.0,Weekday,Friday,Light_Load
60.19,20.81,0.0,94.51,100.0,Weekday,Friday,Maximum_Load
40.0,14.47,4.21,94.04,99.45,Weekday,Tuesday,Maximum_Load
5.47,0.0,26.46,100.0,20.24,Weekday,Thursday,Medium_Load
53.5,28.37,0.0,88.35,100.0,Weekday,Monday,Maximum_Load
3.06,3.64,0.0,64.35,100.0,Weekday,Thursday,Light_Load
3.06,0.0,12.89,100.0,23.1,Weekend,Sunday,Light_Load
33.7,1.26,5.04,99.93,98.9,Weekday,Monday,Medium_Load
75.46,38.2,0.0,89.22,100.0,Weekday,Wednesday,Light_Load
3.56,2.66,0.0,80.11,100.0,Weekday,Tuesday,Light_Load
3.02,5.62,0.0,47.34,100.0,Weekday,Friday,Light_Load
40.14,29.45,0.0,80.63,100.0,Weekday,Tuesday,Light_Load
60.55,32.51,0.0,88.1,100.0,Weekday,Tuesday,Maximum_Load
2.95,4.28,0.0,56.75,100.0,Weekend,Saturday,Light_Load
3.06,5.9,0.0,46.04,100.0,Weekday,Tuesday,Light_Load
105.7,49.82,0.0,90.46,100.0,Weekday,Friday,Maximum_Load
4.61,7.7,0.0,51.37,100.0,Weekend,Sunday,Light_Load
2.56,4.18,0.0,52.23,100.0,Weekend,Sunday,Light_Load
6.19,0.0,16.96,100.0,34.29,Weekday,Wednesday,Medium_Load
3.02,3.2,0.0,68.64,100.0,Weekday,Wednesday,Light_Load
57.24,29.59,0.0,88.83,100.0,Weekday,Friday,Medium_Load
44.5,10.8,0.32,97.18,100.0,Weekend,Sunday,Medium_Load
39.2,16.7,0.0,92.0,100.0,Weekday,Monday,Medium_Load
4.0,0.0,6.73,100.0,51.09,Weekday,Wednesday,Medium_Load
84.2,37.73,0.0,91.26,100.0,Weekday,Tuesday,Maximum_Load
53.53,5.47,1.48,99.48,99.96,Weekend,Saturday,Maximum_Load
42.19,30.67,0.0,80.89,100.0,Weekday,Monday,Maximum_Load
105.12,31.86,0.0,95.7,100.0,Weekday,Wednesday,Medium_Load
3.02,0.0,16.49,100.0,18.01,Weekend,Sunday,Light_Load
61.02,16.78,0.0,96.42,100.0,Weekday,Wednesday,Medium_Load
3.17,4.64,0.0,56.41,100.0,Weekday,Friday,Light_Load
3.17,6.19,0.0,45.58,100.0,Weekday,Wednesday,Light_Load
2.99,5.58,0.0,47.23,100.0,Weekday,Wednesday,Light_Load
94.97,35.06,0.0,93.81,100.0,Weekday,Tuesday,Medium_Load
3.64,6.66,0.0,47.96,100.0,Weekday,Friday,Light_Load
3.42,0.0,17.28,100.0,19.42,Weekend,Sunday,Light_Load
99.83,48.13,0.0,90.08,100.0,Weekday,Friday,Medium_Load
70.31,38.27,0.0,87.83,100.0,Weekday,Tuesday,Light_Load
3.49,0.0,14.11,100.0,24.01,Weekday,Tuesday,Light_Load
67.61,39.82,0.0,86.17,100.0,Weekday,Friday,Medium_Load
2.7,4.21,0.0,53.98,100.0,Weekend,Sunday,Light_Load
26.32,0.58,1.84,99.98,99.76,Weekend,Saturday,Maximum_Load
2.92,5.87,0.0,44.54,100.0,Weekend,Saturday,Light_Load
3.85,3.89,0.0,70.34,100.0,Weekend,Saturday,Light_Load
61.24,52.34,0.0,76.02,100.0,Weekday,Wednesday,Maximum_Load
82.58,46.33,0.0,87.21,100.0,Weekday,Monday,Medium_Load
44.14,11.27,0.0,96.89,100.0,Weekend,Sunday,Maximum_Load
11.38,0.36,18.47,99.95,52.46,Weekday,Thursday,Medium_Load
58.54,27.22,0.0,90.68,100.0,Weekday,Tuesday,Maximum_Load
5.94,0.0,20.38,100.0,27.98,Weekend,Saturday,Medium_Load
89.21,41.29,0.0,90.75,100.0,Weekday,Monday,Light_Load
4.14,0.0,4.18,100.0,70.37,Weekend,Sunday,Light_Load
3.31,0.0,9.25,100.0,33.69,Weekend,Sunday,Light_Load
2.84,4.72,0.0,51.56,100.0,Weekday,Friday,Light_Load
3.49,0.0,22.1,100.0,15.6,Weekend,Sunday,Light_Load
3.67,4.54,0.0,62.87,100.0,Weekday,Tuesday,Light_Load
70.09,26.6,0.0,93.49,100.0,Weekday,Monday,Medium_Load
82.26,36.76,0.0,91.3,100.0,Weekday,Monday,Maximum_Load
109.58,56.2,0.0,88.98,100.0,Weekday,Tuesday,Maximum_Load
3.02,4.21,0.0,58.29,100.0,Weekday,Tuesday,Light_Load
58.32,25.7,0.0,91.51,100.0,Weekday,Thursday,Medium_Load
3.17,2.92,0.0,73.55,100.0,Weekday,Thursday,Light_Load
5.44,0.0,26.57,100.0,20.06,Weekday,Wednesday,Medium_Load
2.99,4.39,0.0,56.29,100.0,Weekday,Friday,Light_Load
3.02,3.67,0.0,63.54,100.0,Weekday,Thursday,Light_Load
6.37,5.36,0.0,76.52,100.0,Weekday,Friday,Light_Load
3.13,3.35,0.0,68.27,100.0,Weekend,Sunday,Light_Load
5.0,2.41,0.79,90.08,98.77,Weekday,Wednesday,Light_Load
44.35,32.47,0.0,80.69,100.0,Weekday,Friday,Light_Load
3.06,4.36,0.0,57.45,100.0,Weekday,Tuesday,Light_Load
3.64,0.0,17.57,100.0,20.29,Weekend,Saturday,Medium_Load
33.3,2.52,0.86,99.71,99.97,Weekend,Sunday,Maximum_Load
2.59,0.0,12.02,100.0,21.06,Weekday,Wednesday,Light_Load
46.3,18.11,0.0,93.13,100.0,Weekday,Tuesday,Maximum_Load
2.88,5.69,0.0,45.16,100.0,Weekday,Thursday,Medium_Load
3.28,5.0,0.0,54.85,100.0,Weekday,Monday,Light_Load
5.04,6.16,0.0,63.32,100.0,Weekday,Thursday,Light_Load
146.88,70.49,0.0,90.16,100.0,Weekday,Monday,Maximum_Load
3.24,4.61,0.0,57.5,100.0,Weekday,Wednesday,Light_Load
2.63,5.0,0.0,46.55,100.0,Weekend,Sunday,Light_Load
8.1,1.66,15.55,97.96,46.2,Weekday,Wednesday,Medium_Load
3.67,0.0,18.47,100.0,19.49,Weekend,Saturday,Medium_Load
2.88,5.83,0.0,44.29,100.0,Weekday,Monday,Light_Load
4.57,8.1,0.0,49.14,100.0,Weekday,Tuesday,Light_Load
80.24,53.03,0.0,83.43,100.0,Weekday,Thursday,Light_Load
45.11,15.84,0.0,94.35,100.0,Weekday,Friday,Maximum_Load
4.97,0.0,26.89,100.0,18.17,Weekend,Sunday,Light_Load
3.17,5.18,0.0,52.2,100.0,Weekend,Saturday,Light_Load
86.62,19.87,0.83,97.47,100.0,Weekday,Thursday,Maximum_Load
3.92,6.95,0.0,49.13,100.0,Weekday,Monday,Light_Load
3.24,4.39,0.0,59.38,100.0,Weekday,Wednesday,Light_Load
130.21,55.94,0.0,91.88,100.0,Weekday,Monday,Medium_Load
71.35,55.48,0.0,78.94,100.0,Weekday,Monday,Maximum_Load
3.6,3.24,0.04,74.33,99.99,Weekend,Saturday,Light_Load
3.49,5.15,0.0,56.1,100.0,Weekday,Thursday,Medium_Load
3.46,0.0,12.74,100.0,26.21,Weekend,Sunday,Light_Load
4.61,0.0,18.0,100.0,24.81,Weekend,Saturday,Light_Load
3.6,3.92,0.0,67.64,100.0,Weekday,Monday,Light_Load
2.84,4.18,0.0,56.2,100.0,Weekday,Wednesday,Light_Load
59.11,29.38,0.0,89.55,100.0,Weekday,Monday,Maximum_Load
6.41,0.0,25.6,100.0,24.29,Weekend,Saturday,Medium_Load
86.54,38.16,0.0,91.5,100.0,Weekday,Thursday,Maximum_Load
2.66,4.9,0.0,47.71,100.0,Weekday,Thursday,Light_Load
2.56,5.47,0.0,42.39,100.0,Weekday,Wednesday,Light_Load
4.64,4.46,0.0,72.1,100.0,Weekday,Wednesday,Light_Load
90.25,32.33,0.0,94.14,100.0,Weekday,Monday,Maximum_Load
2.77,5.4,0.0,45.64,100.0,Weekend,Sunday,Light_Load
86.11,38.38,0.0,91.34,100.0,Weekday,Monday,Medium_Load
3.74,0.0,24.84,100.0,14.89,Weekday,Monday,Medium_Load
5.58,0.0,26.28,100.0,20.77,Weekend,Saturday,Light_Load
2.88,6.26,0.0,41.8,100.0,Weekday,Friday,Light_Load
69.8,11.16,0.68,98.75,100.0,Weekday,Thursday,Medium_Load
50.26,29.48,0.0,86.26,100.0,Weekday,Friday,Maximum_Load
3.06,4.25,0.0,58.43,100.0,Weekday,Wednesday,Light_Load
3.2,0.0,17.14,100.0,18.35,Weekend,Sunday,Light_Load
3.67,0.0,17.39,100.0,20.65,Weekend,Saturday,Light_Load
3.49,7.63,0.0,41.6,100.0,Weekend,Saturday,Light_Load
3.38,0.0,19.19,100.0,17.35,Weekend,Saturday,Light_Load
70.45,47.95,0.0,82.67,100.0,Weekday,Tuesday,Maximum_Load
60.77,27.5,0.0,91.11,100.0,Weekend,Saturday,Medium_Load
31.0,0.18,5.29,100.0,98.58,Weekend,Sunday,Maximum_Load
5.44,0.0,26.1,100.0,20.4,Weekday,Tuesday,Medium_Load
2.92,4.39,0.0,55.38,100.0,Weekday,Tuesday,Light_Load
3.56,3.92,0.0,67.23,100.0,Weekday,Friday,Light_Load
4.07,0.0,16.99,100.0,23.3,Weekday,Monday,Medium_Load
3.06,3.6,0.0,64.76,100.0,Weekday,Friday,Light_Load
3.89,0.0,16.16,100.0,23.4,Weekday,Monday,Medium_Load
3.46,0.0,11.16,100.0,29.61,Weekend,Sunday,Light_Load
3.56,3.49,0.0,71.41,100.0,Weekday,Monday,Light_Load
2.56,4.39,0.0,50.37,100.0,Weekend,Sunday,Light_Load
3.53,5.36,0.0,55.0,100.0,Weekday,Wednesday,Light_Load
4.32,4.39,0.0,70.14,100.0,Weekday,Wednesday,Light_Load
2.59,5.65,0.0,41.67,100.0,Weekday,Monday,Light_Load
3.35,3.6,0.0,68.12,100.0,Weekday,Friday,Light_Load
4.0,0.0,16.31,100.0,23.82,Weekend,Sunday,Medium_Load
3.42,5.51,0.0,52.74,100.0,Weekday,Thursday,Light_Load
2.77,5.62,0.0,44.21,100.0,Weekday,Monday,Light_Load
3.02,3.6,0.0,64.27,100.0,Weekday,Thursday,Light_Load
60.73,27.76,0.0,90.95,100.0,Weekday,Wednesday,Maximum_Load
62.5,38.38,0.32,85.22,100.0,Weekday,Monday,Maximum_Load
63.14,25.81,0.0,92.56,100.0,Weekday,Thursday,Light_Load
58.43,36.25,0.0,84.98,100.0,Weekday,Tuesday,Medium_Load
20.63,0.22,14.4,99.99,82.0,Weekend,Saturday,Medium_Load
3.64,4.39,0.0,63.83,100.0,Weekday,Wednesday,Light_Load
5.76,0.0,22.64,100.0,24.66,Weekday,Tuesday,Medium_Load
43.7,30.2,0.0,82.27,100.0,Weekday,Wednesday,Maximum_Load
2.88,4.68,0.0,52.41,100.0,Weekday,Monday,Light_Load
2.74,4.5,0.0,52.01,100.0,Weekday,Wednesday,Light_Load
3.1,3.17,0.0,69.92,100.0,Weekend,Saturday,Light_Load
3.06,3.85,0.0,62.22,100.0,Weekday,Monday,Light_Load
61.06,40.18,0.0,83.54,100.0,Weekday,Monday,Light_Load
134.6,66.24,0.0,89.72,100.0,Weekday,Monday,Maximum_Load
3.6,4.46,0.0,62.81,100.0,Weekday,Wednesday,Light_Load
2.7,5.18,0.0,46.22,100.0,Weekday,Wednesday,Light_Load
2.77,5.62,0.0,44.21,100.0,Weekday,Monday,Light_Load
41.83,15.84,0.0,93.52,100.0,Weekday,Friday,Maximum_Load
3.49,6.19,0.0,49.11,100.0,Weekend,Saturday,Light_Load
4.72,0.0,16.96,100.0,26.81,Weekday,Monday,Medium_Load
2.59,4.28,0.0,51.77,100.0,Weekday,Tuesday,Light_Load
2.84,4.39,0.0,54.32,100.0,Weekday,Monday,Light_Load
3.74,4.61,0.0,63.0,100.0,Weekday,Monday,Light_Load
53.75,30.89,0.0,86.7,100.0,Weekday,Friday,Maximum_Load
3.92,5.65,0.0,57.0,100.0,Weekday,Thursday,Light_Load
2.88,5.11,0.0,49.1,100.0,Weekday,Wednesday,Light_Load
37.51,0.04,4.36,100.0,99.33,Weekday,Friday,Medium_Load
2.66,3.78,0.0,57.55,100.0,Weekday,Tuesday,Light_Load
58.72,34.49,0.0,86.23,100.0,Weekday,Thursday,Maximum_Load
2.74,3.96,0.0,56.9,100.0,Weekend,Sunday,Light_Load
104.72,41.44,0.0,92.98,100.0,Weekday,Friday,Medium_Load
42.88,6.77,6.26,98.78,98.95,Weekday,Monday,Medium_Load
3.49,0.0,18.65,100.0,18.39,Weekend,Sunday,Light_Load
4.61,0.0,15.98,100.0,27.72,Weekday,Monday,Medium_Load
5.76,4.72,0.0,77.35,100.0,Weekday,Tuesday,Light_Load
39.71,29.63,0.0,80.15,100.0,Weekday,Tuesday,Light_Load
2.56,5.36,0.0,43.1,100.0,Weekday,Wednesday,Light_Load
2.81,5.44,0.0,45.89,100.0,Weekday,Wednesday,Medium_Load
77.72,39.6,0.0,89.1,100.0,Weekend,Saturday,Light_Load
2.7,5.08,0.0,46.93,100.0,Weekday,Friday,Light_Load
3.56,4.07,0.0,65.84,100.0,Weekday,Thursday,Light_Load
2.92,4.9,0.0,51.19,100.0,Weekday,Thursday,Light_Load
109.04,69.7,0.0,84.26,100.0,Weekday,Friday,Maximum_Load
68.54,10.15,1.08,98.92,99.99,Weekday,Thursday,Maximum_Load
57.53,25.85,0.0,91.21,100.0,Weekday,Wednesday,Maximum_Load
4.36,0.0,16.42,100.0,25.66,Weekday,Friday,Medium_Load
84.35,26.1,0.0,95.53,100.0,Weekday,Monday,Maximum_Load
36.5,12.89,0.72,94.29,99.98,Weekday,Tuesday,Medium_Load
67.07,36.14,0.0,88.03,100.0,Weekday,Thursday,Maximum_Load
64.22,44.96,0.0,81.92,100.0,Weekday,Wednesday,Maximum_Load
55.94,26.71,0.0,90.24,100.0,Weekday,Friday,Maximum_Load
3.71,3.82,0.0,69.67,100.0,Weekday,Thursday,Light_Load
56.81,35.32,0.0,84.92,100.0,Weekday,Friday,Light_Load
3.46,4.18,0.0,63.76,100.0,Weekend,Sunday,Light_Load
66.38,56.56,0.0,76.12,100.0,Weekday,Tuesday,Light_Load
4.9,7.63,0.0,54.04,100.0,Weekend,Saturday,Light_Load
2.99,4.72,0.0,53.51,100.0,Weekday,Wednesday,Light_Load
2.99,4.68,0.0,53.84,100.0,Weekday,Friday,Light_Load
30.06,3.13,0.61,99.46,99.98,Weekday,Friday,Medium_Load
3.89,3.74,0.0,72.09,100.0,Weekday,Wednesday,Light_Load
2.52,4.64,0.0,47.73,100.0,Weekend,Sunday,Light_Load
5.44,0.0,20.92,100.0,25.17,Weekend,Saturday,Light_Load
75.2,55.33,0.0,80.55,100.0,Weekday,Thursday,Medium_Load
3.02,4.43,0.0,56.33,100.0,Weekday,Wednesday,Light_Load
117.97,41.72,0.0,94.28,100.0,Weekday,Thursday,Medium_Load
60.55,43.06,0.0,81.49,100.0,Weekday,Friday,Light_Load
37.01,8.53,0.47,97.45,99.99,Weekend,Saturday,Maximum_Load
5.0,0.0,26.46,100.0,18.57,Weekend,Sunday,Light_Load
6.37,6.7,0.0,68.9,100.0,Weekday,Thursday,Light_Load
70.2,18.58,0.0,96.67,100.0,Weekday,Thursday,Medium_Load
4.07,0.0,8.71,100.0,42.33,Weekday,Friday,Medium_Load
34.31,8.28,2.3,97.21,99.78,Weekday,Monday,Medium_Load
57.38,25.74,0.0,91.24,100.0,Weekday,Monday,Maximum_Load
77.58,25.49,0.0,95.0,100.0,Weekday,Tuesday,Maximum_Load
2.7,4.07,0.0,55.28,100.0,Weekday,Tuesday,Light_Load
3.02,4.93,0.0,52.24,100.0,Weekday,Thursday,Light_Load
76.46,24.34,4.25,95.29,99.85,Weekday,Wednesday,Medium_Load
3.13,3.56,0.0,66.03,100.0,Weekday,Friday,Light_Load
3.53,3.71,0.0,68.93,100.0,Weekday,Tuesday,Light_Load
4.43,0.0,17.21,100.0,24.93,Weekend,Sunday,Medium_Load
100.3,77.58,0.0,79.1,100.0,Weekday,Thursday,Maximum_Load
2.84,4.39,0.0,54.32,100.0,Weekday,Monday,Light_Load
2.63,4.32,0.0,52.0,100.0,Weekend,Saturday,Light_Load
96.37,50.0,0.0,88.76,100.0,Weekday,Wednesday,Maximum_Load
3.67,4.18,0.0,65.98,100.0,Weekday,Friday,Light_Load
53.71,20.41,0.0,93.48,100.0,Weekday,Wednesday,Maximum_Load
58.03,21.24,0.0,93.91,100.0,Weekday,Thursday,Maximum_Load
3.38,0.0,13.39,100.0,24.47,Weekend,Sunday,Light_Load
5.26,0.0,21.31,100.0,23.96,Weekday,Friday,Medium_Load
38.95,28.58,0.0,80.62,100.0,Weekday,Wednesday,Light_Load
59.69,22.54,0.0,93.55,100.0,Weekday,Monday,Medium_Load
47.74,12.06,0.07,96.95,100.0,Weekday,Wednesday,Medium_Load
60.3,22.14,0.0,93.87,100.0,Weekday,Wednesday,Medium_Load
2.92,5.36,0.0,47.84,100.0,Weekday,Friday,Light_Load
2.92,2.66,0.0,73.93,100.0,Weekend,Saturday,Medium_Load
4.57,4.0,0.0,75.25,100.0,Weekend,Sunday,Maximum_Load
3.64,7.42,0.0,44.04,100.0,Weekday,Friday,Light_Load
2.59,3.67,0.0,57.66,100.0,Weekday,Monday,Light_Load
3.6,5.08,0.0,57.82,100.0,Weekday,Tuesday,Medium_Load
3.56,4.75,0.0,59.97,100.0,Weekend,Sunday,Light_Load
73.51,28.51,0.0,93.23,100.0,Weekday,Thursday,Maximum_Load
59.8,39.24,0.0,83.61,100.0,Weekday,Thursday,Maximum_Load
25.78,2.05,1.26,99.69,99.88,Weekend,Sunday,Maximum_Load
3.02,0.0,11.34,100.0,25.73,Weekend,Sunday,Light_Load
2.92,6.08,0.0,43.29,100.0,Weekend,Saturday,Light_Load
4.1,0.0,24.41,100.0,16.56,Weekend,Saturday,Light_Load
3.38,0.0,16.85,100.0,19.67,Weekend,Sunday,Light_Load
4.1,3.89,0.0,72.54,100.0,Weekend,Saturday,Light_Load
52.31,33.62,0.0,84.12,100.0,Weekday,Friday,Medium_Load
3.38,3.06,0.0,74.13,100.0,Weekend,Saturday,Light_Load
94.18,24.84,0.0,96.69,100.0,Weekend,Saturday,Maximum_Load
119.66,54.07,0.0,91.13,100.0,Weekday,Thursday,Maximum_Load
2.95,4.32,0.0,56.39,100.0,Weekend,Sunday,Light_Load
37.73,6.91,0.0,98.36,100.0,Weekend,Saturday,Medium_Load
2.99,6.48,0.0,41.9,100.0,Weekend,Sunday,Light_Load
39.49,29.7,0.0,79.92,100.0,Weekday,Monday,Light_Load
3.13,0.0,17.14,100.0,17.96,Weekend,Saturday,Light_Load
53.68,15.91,0.0,95.88,100.0,Weekday,Tuesday,Maximum_Load
5.36,6.19,0.0,65.46,100.0,Weekday,Wednesday,Maximum_Load
3.1,5.65,0.0,48.1,100.0,Weekday,Thursday,Light_Load
38.12,1.26,0.97,99.95,99.97,Weekend,Saturday,Medium_Load
2.59,0.0,7.09,100.0,34.31,Weekend,Sunday,Light_Load
100.26,33.44,0.0,94.86,100.0,Weekday,Friday,Medium_Load
2.81,0.0,13.79,100.0,19.97,Weekend,Sunday,Light_Load
77.29,28.33,0.0,93.89,100.0,Weekday,Tuesday,Medium_Load
3.89,6.8,0.0,49.66,100.0,Weekend,Saturday,Maximum_Load
4.5,5.47,0.0,63.53,100.0,Weekday,Tuesday,Light_Load
3.56,3.89,0.0,67.51,100.0,Weekday,Thursday,Light_Load
20.66,0.65,13.72,99.95,83.3,Weekday,Thursday,Medium_Load
2.59,3.67,0.0,57.66,100.0,Weekend,Sunday,Light_Load
25.6,11.05,0.0,91.81,100.0,Weekend,Saturday,Medium_Load
4.18,4.72,0.0,66.3,100.0,Weekday,Friday,Light_Load
3.42,0.0,15.01,100.0,22.22,Weekday,Thursday,Light_Load
126.43,56.84,0.0,91.21,100.0,Weekday,Monday,Medium_Load
46.19,19.37,0.0,92.22,100.0,Weekday,Wednesday,Maximum_Load
3.89,3.2,0.0,77.23,100.0,Weekday,Monday,Light_Load
54.5,34.13,0.0,84.75,100.0,Weekday,Thursday,Medium_Load
5.18,0.0,26.64,100.0,19.09,Weekday,Thursday,Medium_Load
68.22,36.86,0.0,87.98,100.0,Weekday,Thursday,Medium_Load
58.86,18.58,1.37,95.36,99.97,Weekday,Wednesday,Medium_Load
40.14,11.88,0.94,95.89,99.97,Weekend,Saturday,Maximum_Load
3.67,0.0,17.32,100.0,20.73,Weekday,Monday,Light_Load
4.14,3.2,0.22,79.12,99.86,Weekday,Tuesday,Light_Load
3.46,0.0,17.86,100.0,19.02,Weekend,Saturday,Medium_Load
3.17,0.0,16.96,100.0,18.37,Weekend,Sunday,Light_Load
5.58,0.0,26.39,100.0,20.69,Weekday,Tuesday,Medium_Load
2.84,0.0,4.75,100.0,51.32,Weekday,Wednesday,Medium_Load
3.71,5.54,0.0,55.64,100.0,Weekday,Monday,Medium_Load
61.16,22.75,0.0,93.73,100.0,Weekday,Thursday,Maximum_Load
3.74,0.0,22.46,100.0,16.43,Weekday,Wednesday,Medium_Load
2.66,4.86,0.0,48.01,100.0,Weekend,Sunday,Light_Load
2.59,5.72,0.0,41.25,100.0,Weekday,Tuesday,Light_Load
153.14,70.45,0.0,90.85,100.0,Weekday,Monday,Medium_Load
3.35,4.75,0.0,57.63,100.0,Weekday,Wednesday,Light_Load
28.12,0.0,10.26,100.0,93.94,Weekend,Sunday,Medium_Load
2.95,4.72,0.0,53.0,100.0,Weekday,Monday,Light_Load
3.1,3.67,0.0,64.53,100.0,Weekend,Sunday,Light_Load
2.99,5.0,0.0,51.32,100.0,Weekday,Thursday,Light_Load
4.86,4.68,0.0,72.03,100.0,Weekday,Tuesday,Medium_Load
76.68,40.64,0.0,88.36,100.0,Weekday,Wednesday,Maximum_Load
2.59,3.74,0.0,56.93,100.0,Weekday,Friday,Light_Load
79.56,44.28,0.0,87.38,100.0,Weekday,Wednesday,Maximum_Load
